,Time (ms),Voltage (mV),Voltage (mA),Force (mGrams)
1822,594594,6,1,-32196
1823,594851,6,1,-32195
1824,595114,6,1,-32194
1825,595368,6,1,-32193
1826,595622,6,1,-32193
1827,595877,6,1,-32193
1828,596134,6,1,-32192
1829,596385,5,1,-32192
1830,596635,6,1,-32192
1831,596957,5,1,-32192
1832,597225,5,1,-32191
1833,597478,5,1,-32192
1834,597735,5,1,-32191
1835,597996,5,1,-32191
1836,598288,5,1,-32191
1837,598563,5,1,-32191
1838,598841,5,1,-32190
1839,599176,5,1,-32190
1840,599479,5,1,-32190
1841,599738,5,1,-32189
1842,599999,5,1,-32190
1843,600259,5,1,-32186
1844,600515,5,1,-31962
1845,600781,3,1,-31193
1846,601047,5,1,-31371
1847,601355,5,1,-31398
1848,601614,3,1,-31287
1849,601863,3,1,-30455
1850,602120,3,1,-30858
1851,602376,3,1,-31169
1852,602628,3,1,-31171
1853,603147,3,1,-31152
1854,603410,3,1,-30856
1855,603716,3,1,-30956
1856,603963,3,1,-31449
1857,604215,3,1,-31256
1858,604468,3,1,-31177
1859,604719,3,1,-31162
1860,604998,3,1,-32794
1861,605250,3,1,-47871
1862,605513,3,1,-54931
1863,605823,3,1,-56581
1864,606100,3,1,-56600
1865,606376,2,1,-56610
1866,606646,2,1,-56617
1867,606908,2,1,-56621
1868,607167,2,1,-56625
1869,607424,2,1,-56627
