,time,red,blue,green,clear
120,1.758357048034668,3235.0,2543.0,1948.0,7888.0
121,1.7733700275421143,3235.0,2540.0,1940.0,7877.0
122,1.7893550395965576,3235.0,2540.0,1940.0,7877.0
123,1.8024981021881104,3235.0,2540.0,1940.0,7877.0
124,1.8164961338043213,3235.0,2540.0,1940.0,7877.0
125,1.8313148021697998,3235.0,2540.0,1940.0,7877.0
126,1.8453309535980225,3235.0,2540.0,1940.0,7877.0
127,1.8604001998901367,3235.0,2540.0,1940.0,7877.0
128,1.873378038406372,3235.0,2540.0,1940.0,7877.0
129,1.8873469829559326,3235.0,2540.0,1940.0,7877.0
130,1.8994359970092773,3235.0,2540.0,1940.0,7877.0
131,1.9133789539337158,3235.0,2540.0,1940.0,7877.0
132,1.92742919921875,3235.0,2540.0,1940.0,7877.0
133,1.9413979053497314,3235.0,2540.0,1940.0,7877.0
134,1.9554290771484375,3235.0,2540.0,1940.0,7877.0
135,1.9694240093231201,3235.0,2540.0,1940.0,7877.0
136,1.9844470024108887,3235.0,2540.0,1940.0,7877.0
137,1.9985220432281494,3235.0,2540.0,1940.0,7877.0
138,2.012518882751465,3235.0,2540.0,1940.0,7877.0
139,2.0264759063720703,3235.0,2540.0,1940.0,7877.0
140,2.0404579639434814,3235.0,2540.0,1940.0,7877.0
141,2.0544519424438477,3235.0,2540.0,1940.0,7877.0
142,2.068485736846924,3235.0,2540.0,1940.0,7877.0
143,2.0815107822418213,3235.0,2542.0,1947.0,7886.0
144,2.095546007156372,3235.0,2542.0,1947.0,7886.0
145,2.110640048980713,3235.0,2542.0,1947.0,7886.0
146,2.1256277561187744,3235.0,2542.0,1947.0,7886.0
147,2.1395719051361084,3235.0,2542.0,1947.0,7886.0
148,2.153593063354492,3235.0,2542.0,1947.0,7886.0
149,2.16764497756958,3235.0,2542.0,1947.0,7886.0
150,2.1818439960479736,3235.0,2542.0,1947.0,7886.0
151,2.1967999935150146,3235.0,2542.0,1947.0,7886.0
152,2.212124824523926,3235.0,2542.0,1947.0,7886.0
153,2.2268929481506348,3235.0,2542.0,1947.0,7886.0
154,2.2408828735351562,3235.0,2540.0,1942.0,7879.0
155,2.254901885986328,3235.0,2540.0,1942.0,7879.0
156,2.2698469161987305,3235.0,2540.0,1942.0,7879.0
157,2.283811092376709,3235.0,2540.0,1942.0,7879.0
158,2.29772686958313,3235.0,2540.0,1942.0,7879.0
159,2.3118441104888916,3235.0,2540.0,1942.0,7879.0
160,2.325863838195801,3235.0,2540.0,1942.0,7879.0
161,2.339869976043701,3235.0,2540.0,1942.0,7879.0
162,2.3548810482025146,3235.0,2540.0,1942.0,7879.0
163,2.3698229789733887,3235.0,2540.0,1942.0,7879.0
164,2.383880853652954,3235.0,2540.0,1942.0,7879.0
165,2.3988101482391357,3235.0,2540.0,1942.0,7878.0
166,2.412871837615967,3235.0,2540.0,1942.0,7878.0
167,2.4279019832611084,3235.0,2540.0,1942.0,7878.0
168,2.4409101009368896,3235.0,2540.0,1942.0,7878.0
169,2.4550540447235107,3235.0,2540.0,1942.0,7878.0
170,2.46789813041687,3235.0,2540.0,1942.0,7878.0
171,2.4830009937286377,3235.0,2540.0,1942.0,7878.0
172,2.4979898929595947,3235.0,2540.0,1942.0,7878.0
173,2.511997938156128,3235.0,2540.0,1942.0,7878.0
174,2.5259881019592285,3235.0,2540.0,1942.0,7878.0
175,2.540037155151367,3235.0,2540.0,1942.0,7878.0
176,2.555067777633667,3235.0,2541.0,1942.0,7879.0
177,2.569082021713257,3235.0,2541.0,1942.0,7879.0
178,2.5840377807617188,3235.0,2541.0,1942.0,7879.0
179,2.5990660190582275,3235.0,2541.0,1942.0,7879.0
180,2.61407208442688,3235.0,2541.0,1942.0,7879.0
181,2.628084897994995,3235.0,2541.0,1942.0,7879.0
182,2.6431920528411865,3235.0,2541.0,1942.0,7879.0
183,2.6561191082000732,3235.0,2541.0,1942.0,7879.0
184,2.6711318492889404,3235.0,2541.0,1942.0,7879.0
185,2.6861979961395264,3235.0,2541.0,1942.0,7879.0
186,2.6982100009918213,3236.0,2542.0,1948.0,7888.0
187,2.7122280597686768,3236.0,2542.0,1948.0,7888.0
188,2.726247787475586,3236.0,2542.0,1948.0,7888.0
189,2.739227771759033,3236.0,2542.0,1948.0,7888.0
190,2.7512428760528564,3236.0,2542.0,1948.0,7888.0
191,2.7642769813537598,3236.0,2542.0,1948.0,7888.0
192,2.7782950401306152,3236.0,2542.0,1948.0,7888.0
193,2.792273998260498,3236.0,2542.0,1948.0,7888.0
194,2.8072638511657715,3236.0,2542.0,1948.0,7888.0
195,2.82132887840271,3236.0,2542.0,1948.0,7888.0
196,2.835325002670288,3236.0,2542.0,1948.0,7888.0
197,2.8483760356903076,3236.0,2540.0,1941.0,7878.0
198,2.8634040355682373,3236.0,2540.0,1941.0,7878.0
199,2.877376079559326,3236.0,2540.0,1941.0,7878.0
200,2.8913159370422363,3236.0,2540.0,1941.0,7878.0
201,2.9053449630737305,3236.0,2540.0,1941.0,7878.0
202,2.9204001426696777,3236.0,2540.0,1941.0,7878.0
203,2.9344329833984375,3236.0,2540.0,1941.0,7878.0
