,filename,reduced_filename,pixel_mean,pixel_min,pixel_max
0,H1_R3D_STC_w435.tif,gelatin_plate_2_stitched/H1_R3D_STC_w435_reduced.jpg,5120.609879353278,0,65535
1,H1_R3D_STC_w-50.tif,gelatin_plate_2_stitched/H1_R3D_STC_w-50_reduced.jpg,9781.572148350448,0,52302
2,H1_R3D_STC_w525.tif,gelatin_plate_2_stitched/H1_R3D_STC_w525_reduced.jpg,2485.3298705433754,0,44117
3,H1_R3D_STC_w597.tif,gelatin_plate_2_stitched/H1_R3D_STC_w597_reduced.jpg,6710.581349171398,0,53013
4,H2_R3D_STC_w435.tif,gelatin_plate_2_stitched/H2_R3D_STC_w435_reduced.jpg,10733.475299072039,0,65535
5,H2_R3D_STC_w-50.tif,gelatin_plate_2_stitched/H2_R3D_STC_w-50_reduced.jpg,19538.748545685707,0,65535
6,H2_R3D_STC_w525.tif,gelatin_plate_2_stitched/H2_R3D_STC_w525_reduced.jpg,819.2861392447724,0,65535
7,H2_R3D_STC_w597.tif,gelatin_plate_2_stitched/H2_R3D_STC_w597_reduced.jpg,3668.882065709089,0,24834
8,H3_R3D_STC_w435.tif,gelatin_plate_2_stitched/H3_R3D_STC_w435_reduced.jpg,3593.9022897466425,0,65535
9,H3_R3D_STC_w-50.tif,gelatin_plate_2_stitched/H3_R3D_STC_w-50_reduced.jpg,24808.226882022303,0,65535
10,H3_R3D_STC_w525.tif,gelatin_plate_2_stitched/H3_R3D_STC_w525_reduced.jpg,914.8470534398862,0,65535
11,H3_R3D_STC_w597.tif,gelatin_plate_2_stitched/H3_R3D_STC_w597_reduced.jpg,4588.522613032727,0,13292
12,H4_R3D_STC_w435.tif,gelatin_plate_2_stitched/H4_R3D_STC_w435_reduced.jpg,3959.178224741333,0,65535
13,H4_R3D_STC_w-50.tif,gelatin_plate_2_stitched/H4_R3D_STC_w-50_reduced.jpg,20342.168434299296,0,60209
14,H4_R3D_STC_w525.tif,gelatin_plate_2_stitched/H4_R3D_STC_w525_reduced.jpg,821.3529381795252,0,65535
15,H4_R3D_STC_w597.tif,gelatin_plate_2_stitched/H4_R3D_STC_w597_reduced.jpg,3890.2820608146985,0,12654
16,H5_R3D_STC_w435.tif,gelatin_plate_2_stitched/H5_R3D_STC_w435_reduced.jpg,2907.6544501611297,0,65535
17,H5_R3D_STC_w-50.tif,gelatin_plate_2_stitched/H5_R3D_STC_w-50_reduced.jpg,8689.80851201462,0,33745
18,H5_R3D_STC_w525.tif,gelatin_plate_2_stitched/H5_R3D_STC_w525_reduced.jpg,848.425645218302,0,65535
19,H5_R3D_STC_w597.tif,gelatin_plate_2_stitched/H5_R3D_STC_w597_reduced.jpg,5451.937996143769,0,26598
20,H6_R3D_STC_w435.tif,gelatin_plate_2_stitched/H6_R3D_STC_w435_reduced.jpg,16437.48058543554,0,65535
21,H6_R3D_STC_w-50.tif,gelatin_plate_2_stitched/H6_R3D_STC_w-50_reduced.jpg,2595.1362730388396,0,14117
22,H6_R3D_STC_w525.tif,gelatin_plate_2_stitched/H6_R3D_STC_w525_reduced.jpg,2037.9565383411666,0,65535
23,H6_R3D_STC_w597.tif,gelatin_plate_2_stitched/H6_R3D_STC_w597_reduced.jpg,7228.409820620594,0,65235
24,H7_R3D_STC_w435.tif,gelatin_plate_2_stitched/H7_R3D_STC_w435_reduced.jpg,16712.438388681323,0,65535
25,H7_R3D_STC_w-50.tif,gelatin_plate_2_stitched/H7_R3D_STC_w-50_reduced.jpg,3214.414536172821,0,15423
26,H7_R3D_STC_w525.tif,gelatin_plate_2_stitched/H7_R3D_STC_w525_reduced.jpg,3056.2028059497898,0,65535
27,H7_R3D_STC_w597.tif,gelatin_plate_2_stitched/H7_R3D_STC_w597_reduced.jpg,4542.219376967227,0,26549
28,H8_R3D_STC_w435.tif,gelatin_plate_2_stitched/H8_R3D_STC_w435_reduced.jpg,21102.22703494563,0,65535
29,H8_R3D_STC_w-50.tif,gelatin_plate_2_stitched/H8_R3D_STC_w-50_reduced.jpg,8733.8739054735,0,34926
30,H8_R3D_STC_w525.tif,gelatin_plate_2_stitched/H8_R3D_STC_w525_reduced.jpg,5263.313896951565,0,65535
31,H8_R3D_STC_w597.tif,gelatin_plate_2_stitched/H8_R3D_STC_w597_reduced.jpg,9041.803660212858,0,32775
32,H9_R3D_STC_w435.tif,gelatin_plate_2_stitched/H9_R3D_STC_w435_reduced.jpg,582.7055031617867,0,65535
33,H9_R3D_STC_w-50.tif,gelatin_plate_2_stitched/H9_R3D_STC_w-50_reduced.jpg,21538.44584639251,0,51683
34,H9_R3D_STC_w525.tif,gelatin_plate_2_stitched/H9_R3D_STC_w525_reduced.jpg,1464.7917336700618,0,64457
35,H9_R3D_STC_w597.tif,gelatin_plate_2_stitched/H9_R3D_STC_w597_reduced.jpg,3639.4216403359364,0,12366
