#Digilent WaveForms Impedance Analyzer
#Device Name: Discovery3
#Serial Number: SN:210415B99FD9
#Date Time: 
#Digilent WaveForms Impedance Analyzer Trace#Trace: Trace
#Start: 1000 Hz
#Stop: 1e+06 Hz
#Steps: 151
#Resistor: 100 Ω
#Average: 1
#ProbeResistance: 1.008e+06 Ω
#ProbeCapacitance: 4e-11 F
#Compensation:none
#Wavegen: Wavegen1
#Amplitude: 1 V
#Offset: 0 V
#Amplification: 1 X
#Settle: 0.01 s
#MinPeriods: 16
#Scale: Logarithmic
#Channel: Channel 1
#Range: 5.24066 V
#Offset: 0.000240203 V
#Attenuation: 1 X
#Channel: Channel 2
#Range: 5.25098 V
#Offset: 0.000230232 V
#Attenuation: 1 X

Frequency (Hz),Trace th (deg),Trace |Z| (Ohm)
3981.071705534973,-38.33595008175845,7.371263062379814
4168.693834703359,-37.33333705840783,7.233810097947367
4365.158322401665,-36.26244497876047,7.099369091380103
4570.881896148752,-35.25991600138709,6.967045439603316
4786.300923226389,-34.23712150140219,6.861289721326194
5011.87233627273,-33.24853144211566,6.763512103950027
5248.074602497728,-32.2427885689637,6.660037213786682
5495.408738576254,-31.22231232013337,6.559803456975956
5754.399373371578,-30.26756459901399,6.46088425182017
6025.59586074358,-29.30408912120891,6.384194766147588
6309.573444801937,-28.35392665805881,6.315844550222618
6606.934480075965,-27.49108613131533,6.245830720917951
6918.30970918937,-26.56223887178786,6.181820790699266
7244.359600749906,-25.61261644834755,6.10966596305677
7585.775750291844,-24.7669046682535,6.044728651923234
7943.282347242821,-23.96632700087144,5.990215768111177
8317.637711026719,-23.15687054322022,5.941382947049665
8709.635899560815,-22.34889921287444,5.904789710314398
9120.108393559105,-21.51544182913317,5.859432278360246
9549.925860214369,-20.79459138678302,5.813905014177744
10000,-20.10558703271528,5.762778365628617
10471.28548050901,-19.34203824967329,5.727954893141468
10964.78196143186,-18.64883200387156,5.701515715133182
11481.53621496883,-18.01085090264694,5.666785632579263
12022.64434617414,-17.382299103756,5.635942445770392
12589.25411794168,-16.78141135101193,5.60055572010829
13182.56738556407,-16.15035769446928,5.569036268932361
13803.84264602886,-15.61248179836744,5.53576432469495
14454.39770745929,-14.98372195823202,5.511666547400955
15135.61248436209,-14.44494078718935,5.500077884254878
15848.93192461115,-13.8953156003957,5.477762335047046
16595.86907437562,-13.41070546309111,5.451206157697476
17378.00828749376,-12.92849253557472,5.427550481515752
18197.00858609984,-12.5286024081867,5.406726952080152
19054.60717963249,-11.96234739907867,5.394841275297435
19952.62314968881,-11.58536193206585,5.377892102592267
20892.96130854039,-11.15502460980655,5.368432315413589
21877.61623949554,-10.74511194400937,5.336199049189895
22908.67652767775,-10.35935810132158,5.317940224340758
23988.32919019491,-9.98435324111291,5.304149752380244
25118.86431509582,-9.541156661142109,5.291653516123296
26302.67991895384,-9.185934488636583,5.276063101192021
27542.28703338168,-8.927602894852477,5.268388037976877
28840.31503126608,-8.465518149834715,5.250124856071745
30199.51720402019,-8.165970194143046,5.242533257280572
31622.77660168381,-7.811164636262905,5.225099967996972
33113.11214825913,-7.544338156035579,5.220744979524219
34673.68504525317,-7.276648891127484,5.202682903533643
36307.80547701016,-6.879771602162006,5.191113229916943
38018.93963205612,-6.552721350684744,5.18418467221796
39810.71705534973,-6.351281957480731,5.178791829295476
41686.93834703357,-5.97830974194199,5.163831059077489
43651.58322401661,-5.679097221807442,5.153111898194222
45708.81896148752,-5.417967563177043,5.151767340162043
47863.00923226388,-5.137440877037741,5.131245844412362
50118.72336272725,-4.910340546123615,5.126552180215034
52480.74602497728,-4.660037370145631,5.114342352576236
54954.08738576245,-4.437010832638556,5.121782688921992
57543.99373371572,-4.23991463130406,5.105461766827618
60255.95860743581,-3.849472225600603,5.102405842667372
63095.73444801933,-3.619846296286231,5.087338803483637
66069.34480075965,-3.516966845315808,5.077501684938426
69183.09709189367,-3.140849254523837,5.075958783218322
72443.59600749903,-2.919798130245114,5.065074387106741
75857.75750291844,-2.618968145726849,5.067767685754321
79432.82347242818,-2.35732547537365,5.068451753167623
83176.37711026713,-2.274873026147594,5.052825781260943
87096.35899560805,-1.94706130264348,5.054850014903352
91201.08393559101,-1.851396672057652,5.041652750440191
95499.25860214364,-1.563909176339882,5.039498764342049
100000,-1.397793780027301,5.030210294255518
104712.85480509,-0.8947443894774084,5.028427135093443
109647.8196143186,-0.673024748106721,5.0225838367148
114815.3621496883,-0.6967814750368604,5.024817216858439
120226.4434617413,-0.2810333287236079,5.029699709683819
125892.5411794167,-0.03740857168457947,5.025947311669166
131825.6738556407,0.02840210115169019,5.020197085859476
138038.4264602886,0.3077983779798392,5.015972067591201
144543.9770745928,0.7525785238307451,5.004967836962096
151356.1248436209,0.8816801680147128,5.007027651230337
158489.3192461114,1.056783568291854,4.982574802497966
165958.6907437561,1.41873192695146,5.008427823521775
173780.0828749376,1.796287392429556,5.003119008965005
181970.0858609984,1.887796754218381,5.006424988408375
190546.0717963248,2.296845505819026,5.0049266862939
199526.2314968881,2.489658178666061,5.004550178355736
208929.613085404,2.799890617938978,5.005393083014576
218776.1623949553,3.191021406057132,5.001531375590159
229086.7652767773,3.420637123272224,4.998247998105675
239883.2919019491,3.880244105961791,5.003787000577989
251188.6431509582,4.071405508165937,4.992732302470238
263026.7991895382,4.416865062428605,4.996511694404944
275422.8703338167,4.815127000905711,5.002057022935802
288403.1503126606,5.225414108311099,5.014223340073367
301995.1720402017,5.487954524299402,4.993697258375875
316227.766016838,5.894407406960219,5.008535212619425
331131.121482591,6.295307062731167,5.023799101779358
346736.8504525317,6.703555893690207,5.020283848107868
363078.0547701015,7.085674660454148,5.012612199415137
380189.3963205612,7.444416672149039,5.028293796791981
398107.1705534974,7.876589697592193,5.026210546696371
416869.3834703353,8.49446148720906,5.042176249906229
436515.832240166,8.952399047566542,5.04016494373831
457088.1896148752,9.311049862929183,5.054743670582156
478630.0923226383,10.01849542612772,5.059101496366089
501187.2336272725,10.31196978374432,5.074166235470756
524807.4602497725,11.01347627704084,5.07592732069399
549540.8738576246,11.44177289969446,5.08747134602433
575439.9373371572,12.01292190520786,5.098059536826094
602559.5860743576,12.75233839822901,5.117362220759448
630957.3444801933,13.40654166655542,5.127954891219463
660693.4480075957,13.98142143310083,5.141649510882724
691830.9709189365,14.74217715290502,5.171953213586256
724435.9600749902,15.38439310452407,5.180247739653244
758577.5750291836,16.03730247816444,5.201459602580948
794328.2347242816,16.9506828823747,5.218144024318589
831763.7711026713,17.58544510624859,5.252909768041165
870963.5899560805,18.45936432137356,5.280375544035945
912010.8393559098,19.23155028648235,5.302569220551266
954992.5860214357,20.1079403619625,5.338166035938374
1000000,20.8672908156718,5.363255894409164
