,Time,Force (Newtons),Distance (millimeters)
0,1,0.0005292511711900014,9.765625e-05
1,7,0.0005292511711900014,9.765625e-05
2,12,0.0005292511711900014,9.765625e-05
3,17,0.0005292511711900014,9.765625e-05
4,22,0.0005292511711900014,9.765625e-05
5,27,0.0005292511711900014,9.765625e-05
6,32,0.0005292511711900014,9.765625e-05
7,37,0.0005292511711900014,9.765625e-05
8,42,0.0005292511711900014,0.0001953125
9,48,0.0005292511711900014,0.0001953125
10,53,0.0005292511711900014,0.0001953125
11,58,0.0005292511711900014,0.0001953125
12,64,0.0005292511711900014,0.0001953125
13,73,0.0005292511711900014,0.00029296875
14,83,0.0005292511711900014,0.00029296875
15,91,0.0005527871311900015,0.000390625
16,98,0.0005527871311900015,0.000390625
17,104,0.0005527871311900015,0.000390625
18,112,0.0005527871311900015,0.00048828125
19,116,0.0005527871311900015,0.00048828125
20,122,0.0005527871311900015,0.00048828125
21,128,0.0005527871311900015,0.0005859375
22,134,0.0005527871311900015,0.0005859375
23,139,0.0005527871311900015,0.0006835937500000001
24,144,0.0005527871311900015,0.0006835937500000001
25,149,0.0005527871311900015,0.0006835937500000001
26,155,0.0005527871311900015,0.00078125
27,160,0.0005527871311900015,0.00078125
28,165,0.0005527871311900015,0.0008789062499999999
29,170,0.0005527871311900015,0.0008789062499999999
30,175,0.0005527871311900015,0.0008789062499999999
31,180,0.0006135883611900015,0.0009765625
32,186,0.0006135883611900015,0.0009765625
33,191,0.0006135883611900015,0.00107421875
34,197,0.0006135883611900015,0.00107421875
35,202,0.0006135883611900015,0.001171875
36,208,0.0006135883611900015,0.001171875
37,213,0.0006135883611900015,0.00126953125
38,218,0.0006135883611900015,0.0013671875000000001
39,229,0.0006135883611900015,0.00146484375
40,242,0.0006135883611900015,0.0015625
41,255,0.0006135883611900015,0.0017578124999999998
42,263,0.0006135883611900015,0.00185546875
43,268,0.0006135883611900015,0.001953125
44,273,0.0006135883611900015,0.001953125
45,278,0.0006184916861900014,0.00205078125
46,287,0.0006184916861900014,0.0021484375
47,293,0.0006184916861900014,0.0022460937500000003
48,298,0.0006184916861900014,0.00234375
49,304,0.0006184916861900014,0.00234375
50,309,0.0006184916861900014,0.00244140625
51,315,0.0006184916861900014,0.0025390625
52,321,0.0006184916861900014,0.00263671875
53,327,0.0006184916861900014,0.0027343750000000003
54,333,0.0006184916861900014,0.00283203125
55,338,0.0006184916861900014,0.0029296875
56,345,0.0006184916861900014,0.00302734375
57,350,0.0006184916861900014,0.003125
58,355,0.0006184916861900014,0.003125
59,360,0.0006184916861900014,0.0032226562500000003
60,365,0.0006184916861900014,0.0033203125000000003
61,371,0.0005763230911900014,0.00341796875
62,376,0.0005763230911900014,0.0035156249999999997
63,381,0.0005763230911900014,0.00361328125
64,386,0.0005763230911900014,0.0037109375
65,391,0.0005763230911900014,0.0038085937500000003
66,395,0.0005763230911900014,0.00390625
67,400,0.0005763230911900014,0.00390625
68,405,0.0005763230911900014,0.00400390625
69,410,0.0005763230911900014,0.0041015625
70,415,0.0005763230911900014,0.00419921875
71,420,0.0005763230911900014,0.004296875
72,425,0.0005763230911900014,0.00439453125
73,430,0.0005763230911900014,0.0044921875000000005
74,440,0.0005763230911900014,0.0046875
75,448,0.0005763230911900014,0.0048828125
76,458,0.0005763230911900014,0.005078125
77,464,0.0005763230911900014,0.005175781250000001
78,470,0.0005194445211900014,0.00537109375
79,476,0.0005194445211900014,0.0054687500000000005
80,481,0.0005194445211900014,0.005566406249999999
81,486,0.0005194445211900014,0.0056640625
82,491,0.0005194445211900014,0.0057617187499999995
83,496,0.0005194445211900014,0.005859375
84,501,0.0005194445211900014,0.0060546875
85,506,0.0005194445211900014,0.00615234375
86,511,0.0005194445211900014,0.00625
87,516,0.0005194445211900014,0.00634765625
88,521,0.0005194445211900014,0.0064453125000000005
89,526,0.0005194445211900014,0.006640625000000001
90,531,0.0005194445211900014,0.0067382812499999995
91,536,0.0005194445211900014,0.0068359375
92,541,0.0005194445211900014,0.00693359375
93,546,0.0005194445211900014,0.007031249999999999
94,551,0.0005194445211900014,0.0072265625
95,556,0.0005194445211900014,0.00732421875
96,562,0.0005341544961900014,0.007421875
97,567,0.0005341544961900014,0.007617187500000001
98,572,0.0005341544961900014,0.00771484375
99,584,0.0005341544961900014,0.0080078125
100,595,0.0005341544961900014,0.00830078125
101,602,0.0005341544961900014,0.00849609375
102,610,0.0005341544961900014,0.00869140625
103,615,0.0005341544961900014,0.00888671875
104,620,0.0005341544961900014,0.008984375000000001
105,625,0.0005341544961900014,0.009179687499999999
106,630,0.0005341544961900014,0.00927734375
107,635,0.0005341544961900014,0.00947265625
108,640,0.0005341544961900014,0.0095703125
109,645,0.0005341544961900014,0.00966796875
110,650,0.0005341544961900014,0.00986328125
111,655,0.0007126355261900015,0.01005859375
112,660,0.0007126355261900015,0.01015625
113,665,0.0007126355261900015,0.01025390625
114,670,0.0007126355261900015,0.010449218750000001
115,675,0.0007126355261900015,0.01064453125
116,681,0.0007126355261900015,0.0107421875
117,686,0.0007126355261900015,0.010937500000000001
118,691,0.0007126355261900015,0.011132812499999999
119,737,0.0007126355261900015,0.01240234375
120,752,0.0009950670461900013,0.0130859375
121,760,0.0009950670461900013,0.013281250000000001
122,769,0.0009950670461900013,0.013574218749999999
123,774,0.0009950670461900013,0.01376953125
124,779,0.0009950670461900013,0.013964843749999999
125,784,0.0009950670461900013,0.01416015625
126,789,0.0009950670461900013,0.01435546875
127,794,0.0009950670461900013,0.014453125
128,799,0.0009950670461900013,0.0146484375
