,Time,Force (Newtons),Distance (millimeters)
0,2,0.00018680197252500058,9.765625e-05
1,9,0.00018680197252500058,9.765625e-05
2,15,0.00018680197252500058,9.765625e-05
3,20,0.00018680197252500058,9.765625e-05
4,26,0.00018680197252500058,9.765625e-05
5,31,0.00018680197252500058,9.765625e-05
6,37,0.00018680197252500058,9.765625e-05
7,43,0.00018680197252500058,0.0001953125
8,48,0.0002574098525250005,0.0001953125
9,53,0.0002574098525250005,0.0001953125
10,59,0.0002574098525250005,0.0001953125
11,64,0.0002574098525250005,0.0001953125
12,70,0.0002574098525250005,0.00029296875
13,75,0.0002574098525250005,0.00029296875
14,80,0.0002574098525250005,0.00029296875
15,85,0.0002574098525250005,0.00029296875
16,90,0.0002574098525250005,0.000390625
17,95,0.0002574098525250005,0.000390625
18,100,0.0002574098525250005,0.000390625
19,105,0.0002574098525250005,0.000390625
20,110,0.0002574098525250005,0.00048828125
21,115,0.0002574098525250005,0.00048828125
22,120,0.0002574098525250005,0.00048828125
23,125,0.0002574098525250005,0.0005859375
24,130,0.0002574098525250005,0.0005859375
25,135,0.0002574098525250005,0.0005859375
26,140,0.0002995784475250005,0.0006835937500000001
27,153,0.0002995784475250005,0.00078125
28,162,0.0002995784475250005,0.00078125
29,171,0.0002995784475250005,0.0008789062499999999
30,176,0.0002995784475250005,0.0009765625
31,185,0.0002995784475250005,0.0009765625
32,191,0.0002995784475250005,0.00107421875
33,196,0.0002995784475250005,0.001171875
34,201,0.0002995784475250005,0.001171875
35,205,0.0002995784475250005,0.00126953125
36,210,0.0002995784475250005,0.00126953125
37,215,0.0002995784475250005,0.00126953125
38,220,0.0002995784475250005,0.0013671875000000001
39,225,0.0002995784475250005,0.00146484375
40,230,0.0002995784475250005,0.00146484375
41,235,0.00028094581252500057,0.0015625
42,240,0.00028094581252500057,0.0015625
43,245,0.00028094581252500057,0.0016601562500000002
44,250,0.00028094581252500057,0.0017578124999999998
45,255,0.00028094581252500057,0.0017578124999999998
46,260,0.00028094581252500057,0.00185546875
47,265,0.00028094581252500057,0.00185546875
48,270,0.00028094581252500057,0.001953125
49,275,0.00028094581252500057,0.00205078125
50,279,0.00028094581252500057,0.00205078125
51,284,0.00028094581252500057,0.0021484375
52,289,0.00028094581252500057,0.0022460937500000003
53,294,0.00028094581252500057,0.0022460937500000003
54,300,0.00028094581252500057,0.00234375
55,305,0.00028094581252500057,0.00244140625
56,310,0.00028094581252500057,0.0025390625
57,314,0.00028094581252500057,0.0025390625
58,319,0.00028094581252500057,0.00263671875
59,324,0.00028094581252500057,0.0027343750000000003
60,329,0.00028094581252500057,0.00283203125
61,334,0.00025250652752500057,0.00283203125
62,338,0.00025250652752500057,0.0029296875
63,344,0.00025250652752500057,0.00302734375
64,356,0.00025250652752500057,0.0032226562500000003
65,365,0.00025250652752500057,0.00341796875
66,372,0.00025250652752500057,0.0035156249999999997
67,381,0.00025250652752500057,0.00361328125
68,386,0.00025250652752500057,0.0037109375
69,391,0.00025250652752500057,0.0038085937500000003
70,396,0.00025250652752500057,0.00390625
71,401,0.00025250652752500057,0.00400390625
72,406,0.00025250652752500057,0.0041015625
73,411,0.00025250652752500057,0.00419921875
74,416,0.00025250652752500057,0.004296875
75,421,0.00025250652752500057,0.00439453125
76,426,0.00018680197252500058,0.0044921875000000005
77,432,0.00018680197252500058,0.004589843749999999
78,437,0.00018680197252500058,0.0046875
79,442,0.00018680197252500058,0.00478515625
80,447,0.00018680197252500058,0.0048828125
81,452,0.00018680197252500058,0.00498046875
82,458,0.00018680197252500058,0.005078125
83,463,0.00018680197252500058,0.005175781250000001
84,472,0.00018680197252500058,0.0054687500000000005
85,482,0.00018680197252500058,0.0056640625
86,491,0.00018680197252500058,0.005859375
87,497,0.00018680197252500058,0.00595703125
88,503,0.00018680197252500058,0.00615234375
89,508,0.00018680197252500058,0.00625
90,513,0.00018680197252500058,0.00634765625
91,518,0.00018680197252500058,0.0064453125000000005
92,523,0.00014953670252500057,0.00654296875
93,528,0.00014953670252500057,0.0067382812499999995
94,533,0.00014953670252500057,0.0068359375
95,538,0.00014953670252500057,0.00693359375
96,543,0.00014953670252500057,0.007031249999999999
97,548,0.00014953670252500057,0.00712890625
98,553,0.00014953670252500057,0.00732421875
99,558,0.00014953670252500057,0.007421875
100,562,0.00014953670252500057,0.00751953125
101,568,0.00014953670252500057,0.00771484375
102,573,0.00014953670252500057,0.0078125
103,578,0.00014953670252500057,0.007910156250000001
104,583,0.00014953670252500057,0.008105468749999999
105,588,0.00014953670252500057,0.008203125
106,593,0.00014953670252500057,0.00830078125
107,598,0.00014953670252500057,0.00849609375
108,603,0.00014953670252500057,0.00859375
109,608,0.00014953670252500057,0.00869140625
110,613,0.00014953670252500057,0.00888671875
111,618,0.00018189864752500055,0.008984375000000001
112,623,0.00018189864752500055,0.009179687499999999
113,628,0.00018189864752500055,0.00927734375
114,633,0.00018189864752500055,0.00947265625
115,642,0.00018189864752500055,0.00966796875
116,650,0.00018189864752500055,0.0099609375
117,657,0.00018189864752500055,0.01015625
118,666,0.00018189864752500055,0.010351562500000001
119,672,0.00018189864752500055,0.010546875
120,677,0.00018189864752500055,0.0107421875
121,682,0.00018189864752500055,0.010937500000000001
122,687,0.00018189864752500055,0.011035156249999999
123,693,0.00018189864752500055,0.01123046875
124,698,0.00018189864752500055,0.01142578125
125,704,0.00018189864752500055,0.011523437499999999
126,709,0.00018189864752500055,0.01171875
127,714,0.00020151194752500057,0.0119140625
128,719,0.00020151194752500057,0.01201171875
